"HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF","WIN"
"PHI",94.59259,56.03703,26.29629,24.07407,7.925925,18.22222,24.92592,10.81481,31.55555,22.70370,9.555555,17.59259,6.851851,22.03703,"IND",96.26666,62.4,29.26666,21.43333,6.966666,16.83333,21.36666,10.23333,34.2,21.7,6.533333,14.3,3.933333,22.56666,0
"SAC",100.8965,65.51724,31.82758,16.03448,5.172413,21.72413,28.41379,11.31034,33.48275,19.82758,6.206896,15.75862,3.655172,20.96551,"BOS",99.64,64.6,31.48,23.44,7.32,14.72,20.04,11.04,32.36,23.76,8.76,14.4,3.839999,20.84,1
"UTA",97.38461,58.69230,29.57692,22.38461,7.230769,16.53846,22.38461,12.23076,31.5,18.92307,6.769230,12.76923,6.192307,19.53846,"POR",102.3461,58.30769,28.46153,27.5,9.961538,15.53846,19.03846,9.961538,33.84615,21.92307,6.923076,13.57692,4.769230,19.50000,0
"WAS",101.6551,66.96551,32.93103,16.34482,6.344827,16.75862,21.93103,10.68965,34.55172,25.55172,8.379310,14.93103,5.344827,21.10344,"CLE",101.4615,57.84615,28.46153,26.07692,8.538461,18.92307,25.15384,12.0,30.76923,19.15384,7.576923,12.84615,3.538461,18.99999,1
"CHI",104.2222,64.07407,30.44444,21.33333,7.740740,20.11111,25.40740,13.14814,31.92592,22.92592,6.259259,12.77777,7.370370,18.29629,"PHX",104.8275,61.86206,30.82758,26.06896,9.0,16.17241,20.72413,10.89655,32.13793,21.0,8.827586,14.03448,4.965517,22.27586,0
"CHA",94.75862,66.31034,29.68965,19.24137,6.0,17.37931,23.93103,10.13793,34.10344,20.86206,5.482758,10.31034,6.517241,19.31034,"OKC",98.86666,61.8,29.63333,22.66666,7.4,17.4,24.0,11.86666,34.16666,20.23333,6.766666,14.26666,5.666666,21.96666,0
"HOU",100.3703,49.66666,23.96296,33.59259,11.59259,17.66666,25.03703,11.85185,31.77777,21.03703,10.92592,16.14814,4.740740,21.74074,"TOR",107.28,61.32,30.68,24.8,8.319999,20.96,26.8,11.56,29.72,20.08,8.28,11.88,4.440000,22.76,0
"LAC",108.1666,55.2,29.03333,26.73333,10.16666,19.6,27.36666,9.266666,33.90000,26.5,7.8,12.26666,5.766666,20.23333,"SAC",99.32,63.04,29.84,15.72,5.12,24.28,31.04,10.88,34.44000,18.96000,6.32,16.0,4.36,21.68,1
"MIA",93.52,53.08,26.32,21.07999,7.56,18.2,24.28,8.320000,29.2,18.88,8.12,14.04,3.8,20.68,"NOP",96.5,63.92857,30.28571,19.35714,6.357142,16.85714,22.10714,11.5,31.75,20.32142,6.678571,12.46428,4.785714,19.42857,0
"DAL",106.8571,58.92857,31.28571,25.92857,8.857142,17.71428,23.42857,10.60714,31.5,22.5,8.678571,12.46428,5.142857,19.85714,"CHA",93.56,66.0,30.32,17.84,5.4,16.72,22.32,10.24,33.24,20.0,6.4,11.92,4.36,18.04000,1
"DET",99.83333,59.7,27.93333,25.6,8.900000,17.26666,24.36666,12.56666,31.53333,22.6,7.666666,12.1,4.266666,18.43333,"WAS",96.74074,65.22222,32.44444,16.03703,5.555555,15.18518,21.18518,10.37037,32.33333,23.22222,6.148148,13.77777,3.962962,21.0,1
"IND",96.03846,62.76923,29.69230,19.96153,6.923076,15.88461,21.5,10.88461,34.23076,20.80769,5.653846,13.15384,4.846153,18.92307,"GSW",106.1851,60.37037,30.33333,26.14814,9.444444,17.18518,22.22222,10.77777,34.59259,24.55555,9.185185,15.03703,6.370370,20.66666,0
"LAL",101.5185,66.66666,32.07407,19.33333,6.074074,19.14814,26.29629,10.88888,32.74074,21.55555,7.037037,12.03703,4.814814,22.25925,"BOS",100.0769,64.61538,31.57692,23.80769,7.346153,14.88461,20.30769,11.11538,32.46153,23.88461,8.769230,14.46153,3.884615,21.23076,1
"MIL",98.07407,62.55555,29.77777,18.29629,7.185185,16.96296,21.33333,11.22222,32.00000,23.59259,9.037037,16.03703,5.148148,21.40740,"ATL",103.3333,56.40740,28.44444,25.40740,9.740740,17.22222,22.33333,8.481481,32.22222,24.92592,8.518518,13.40740,4.999999,18.77777,0
"NYK",91.39285,62.03571,28.71428,21.17857,7.214285,12.32142,16.10714,11.17857,29.14285,20.17857,7.821428,13.35714,3.428571,20.96428,"CLE",101.4444,57.40740,28.44444,26.33333,8.666666,18.55555,24.77777,11.81481,31.11111,19.25925,7.481481,12.92592,3.518518,18.81481,0
"OKC",103.9615,63.88461,31.76923,22.26923,7.230769,18.73076,23.76923,12.73076,35.88461,20.84615,7.807692,14.19230,6.5,22.61538,"DEN",96.58620,62.03448,29.24137,24.48275,7.241379,16.37931,22.75862,11.82758,32.06896,21.06896,7.620689,13.68965,5.034482,22.82758,1
"ORL",96.74074,62.22222,30.40740,19.77777,7.0,14.92592,20.29629,9.444444,31.88888,20.77777,7.592592,14.55555,3.777777,21.18518,"PHI",85.71428,56.14285,24.64285,24.46428,7.214285,14.78571,23.28571,12.03571,30.14285,17.92857,9.964285,18.10714,5.321428,20.5,1
"POR",101.5862,57.89655,27.58620,28.13793,10.06896,16.20689,20.72413,11.55172,36.03448,22.41379,6.896551,13.37931,5.206896,17.89655,"MEM",98.11538,66.96153,32.69230,15.61538,5.0,17.73076,23.34615,10.38461,31.11538,22.11538,9.153846,12.65384,3.807692,19.19230,1
"CHI",103.6071,63.57142,30.03571,21.5,7.75,20.28571,25.64285,13.32142,32.35714,22.82142,6.178571,12.96428,7.357142,18.21428,"MIL",98.44827,62.65517,31.41379,19.27586,6.862068,15.03448,19.93103,8.931034,30.58620,23.34482,10.0,15.41379,4.448275,23.10344,1
"DEN",103.4074,63.96296,30.33333,22.62962,7.518518,20.18518,26.74074,12.70370,33.40740,21.85185,6.740740,13.81481,4.444444,23.14814,"BKN",96.13793,61.51724,29.86206,20.34482,6.689655,16.34482,21.41379,10.37931,31.48275,20.82758,7.0,13.75862,4.931034,19.79310,1
"HOU",100.8214,49.89285,24.07142,33.74999,11.60714,17.85714,25.35714,12.21428,31.85714,21.10714,10.92857,16.14285,4.857142,21.96428,"MIN",99.22222,68.55555,31.51851,15.59259,5.444444,19.85185,26.03703,11.92592,29.18518,22.37037,8.148148,14.96296,3.925925,20.18518,1
"LAC",107.4838,55.09677,28.93548,26.74193,10.12903,19.22580,26.87096,9.129032,33.93548,26.32258,7.741935,12.29032,5.903225,20.09677,"MEM",97.81481,66.92592,32.51851,15.59259,5.0,17.77777,23.44444,10.29629,31.22222,22.11111,9.185185,12.55555,3.814814,18.96296,1
"MIA",94.5,53.42307,26.65384,21.07692,7.692307,18.11538,24.19230,8.423076,29.38461,19.19230,8.038461,14.11538,3.769230,20.65384,"PHI",86.48275,56.03448,24.72413,24.68965,7.413793,14.79310,23.44827,11.93103,29.93103,18.24137,9.965517,17.89655,5.413793,20.41379,1
"NOP",102.8214,64.89285,31.78571,18.92857,7.25,17.49999,22.96428,12.75,31.92857,22.60714,7.214285,12.17857,7.142857,18.07142,"TOR",106.8846,61.30769,30.65384,24.73076,8.192307,21.0,26.96153,11.73076,29.5,19.80769,8.423076,11.73076,4.346153,22.46153,0
"PHX",107.3571,58.21428,30.07142,27.07142,10.07142,16.99999,21.78571,10.75,31.39285,20.67857,8.857142,14.78571,4.857142,21.99999,"BOS",100.6296,64.44444,31.33333,24.0,7.592592,15.18518,20.66666,11.03703,32.48148,23.96296,8.925925,14.48148,3.777777,20.96296,1
"UTA",97.11111,59.03703,29.59259,22.11111,7.111111,16.59259,22.40740,12.18518,31.74074,18.74074,7.037037,12.77777,6.148148,19.70370,"SAS",97.03448,61.34482,29.27586,22.27586,7.482758,16.03448,20.34482,10.10344,33.06896,23.03448,7.344827,13.34482,5.137931,20.62068,1
"DAL",106.5862,58.96551,31.24137,25.68965,8.827586,17.62068,23.24137,10.51724,31.51724,22.31034,8.827586,12.68965,5.103448,19.62068,"TOR",106.3333,61.18518,30.59259,24.77777,8.222222,20.48148,26.37037,11.55555,29.51851,19.70370,8.481481,11.96296,4.333333,22.37037,1
"DET",99.61290,59.64516,27.80645,25.54838,8.903225,17.29032,24.54838,12.51612,31.64516,22.38709,7.580645,12.12903,4.225806,18.51612,"CLE",101.4642,56.78571,28.14285,26.71428,8.857142,18.60714,24.75,11.53571,31.28571,19.35714,7.535714,12.96428,3.571428,19.03571,0
"OKC",104.0,64.18518,31.74074,22.33333,7.296296,18.62962,23.55555,12.81481,36.11111,20.92592,7.888888,14.03703,6.555555,22.37037,"IND",96.12903,62.38709,29.25806,21.58064,7.032258,16.51612,21.03225,10.19354,34.35483,21.83870,6.483870,14.25806,3.903225,22.38709,1
"WAS",101.8333,66.76666,33.06666,16.4,6.3,16.79999,21.89999,10.63333,34.6,25.46666,8.233333,15.3,5.299999,21.06666,"GSW",106.4642,60.60714,30.42857,26.03571,9.535714,17.00000,22.03571,10.53571,34.25000,24.64285,9.285714,14.82142,6.178571,20.53571,0
"ATL",102.5333,54.1,27.5,26.26666,10.03333,17.43333,22.36666,8.733333,32.7,26.2,8.966666,13.33333,4.299999,17.23333,"DAL",104.3870,59.09677,29.32258,27.77419,10.06451,15.54838,20.38709,10.96774,32.0,23.19354,7.612903,12.03225,4.483870,19.87096,0
"BOS",102.3571,63.96428,31.32142,23.64285,8.142857,15.28571,19.89285,10.89285,33.17857,25.21428,7.428571,13.10714,3.892857,21.53571,"NYK",93.17857,62.0,28.57142,19.5,7.035714,14.92857,19.35714,10.35714,29.10714,22.85714,6.642857,13.57142,4.571428,22.75,1
"CHI",103.0,63.44827,30.06896,21.34482,7.586206,20.10344,25.55172,13.17241,32.41379,22.86206,6.172413,12.93103,7.482758,18.17241,"CHA",93.73076,66.15384,30.5,17.69230,5.346153,16.69230,22.26923,10.30769,33.23076,19.84615,6.461538,11.80769,4.307692,18.03846,1
"DEN",103.1428,63.35714,29.92857,23.03571,7.678571,20.25,26.96428,12.60714,33.28571,21.85714,6.892857,13.85714,4.464285,23.0,"PHX",105.0,62.03333,30.83333,26.0,8.966666,16.43333,21.1,11.3,32.46666,20.93333,8.833333,14.2,5.033333,22.36666,0
"HOU",101.1379,49.68965,23.89655,34.10344,11.79310,17.96551,25.51724,12.20689,31.93103,21.31034,10.79310,15.89655,4.999999,21.89655,"LAC",106.2592,59.14814,30.33333,25.74074,9.296296,17.70370,23.66666,9.925925,30.77777,22.44444,7.814814,10.81481,3.666666,22.0,0
"MIL",98.28571,62.71428,30.10714,18.17857,7.107142,16.75,21.14285,11.25,31.96428,23.89285,9.285714,16.24999,5.142857,21.32142,"PHI",86.53333,55.83333,24.56666,24.7,7.533333,14.80000,23.3,11.93333,29.8,18.33333,10.06666,18.23333,5.333333,20.46666,1
"MIN",96.55172,70.37931,31.89655,14.34482,4.620689,18.89655,24.82758,12.68965,29.82758,21.48275,8.689655,13.89655,4.068965,19.0,"WAS",96.03571,65.35714,32.32142,16.10714,5.5,14.89285,20.71428,10.35714,32.35714,23.14285,6.107142,13.96428,3.928571,21.21428,1
"NOP",102.7931,64.34482,31.62068,19.13793,7.379310,17.41379,22.82758,12.51724,32.10344,22.72413,7.172413,12.44827,7.103448,18.17241,"BKN",96.13333,61.83333,29.93333,20.36666,6.7,16.16666,21.19999,10.3,31.4,20.56666,6.966666,13.7,4.966666,19.66666,1
"ORL",96.5,62.0,30.28571,19.85714,6.964285,15.03571,20.67857,9.535714,32.10714,20.64285,7.464285,14.67857,3.678571,21.42857,"MIA",92.7,56.86666,28.06666,19.9,6.5,17.06666,23.26666,9.200000,29.7,21.13333,7.866666,13.4,4.633333,18.90000,1
"POR",101.9,57.93333,27.66666,28.06666,10.16666,16.06666,20.53333,11.56666,35.93333,22.5,6.966666,13.36666,5.166666,17.83333,"SAS",96.96666,61.43333,29.26666,22.23333,7.499999,15.93333,20.13333,10.1,32.86666,22.93333,7.366666,13.33333,5.133333,20.46666,1
"SAC",100.9333,65.46666,31.86666,16.03333,5.200000,21.6,28.3,11.36666,33.50000,19.96666,6.333333,15.9,3.733333,20.86666,"MEM",97.53571,66.96428,32.42857,15.60714,4.964285,17.78571,23.42857,10.42857,30.96428,22.10714,9.285714,12.71428,3.857142,19.03571,1
"UTA",97.10714,59.10714,29.5,21.75,7.107142,16.78571,22.82142,12.21428,31.82142,18.71428,6.892857,13.03571,6.107142,19.67857,"LAL",97.72413,67.24137,29.55172,19.17241,7.137931,17.20689,22.62068,12.75862,30.96551,19.65517,7.620689,12.96551,4.206896,20.34482,0
"CLE",103.8064,55.12903,28.41935,25.51612,9.612903,18.12903,23.96774,10.70967,32.22580,23.96774,7.225806,13.67741,4.516129,17.64516,"GSW",106.2068,60.68965,30.34482,26.13793,9.586206,16.75862,21.93103,10.65517,34.10344,24.89655,9.310344,14.79310,6.172413,20.65517,0
"PHX",107.6896,58.65517,30.37931,27.03448,10.03448,16.82758,21.75862,10.72413,31.75862,20.68965,8.689655,14.72413,5.000000,22.06896,"OKC",99.32258,62.29032,29.67741,22.70967,7.419354,17.70967,24.19354,11.90322,34.25806,20.12903,6.741935,14.12903,5.612903,22.03225,1
"ATL",102.2903,53.96774,27.32258,26.41935,10.16129,17.16129,22.03225,8.806451,32.64516,26.22580,9.032258,13.48387,4.322580,17.06451,"ORL",94.71875,62.3125,30.53125,19.125,6.75,13.40625,18.40625,8.75,31.53125,20.125,7.5,14.1875,3.625,21.125,1
"BOS",102.4827,63.86206,31.13793,24.03448,8.344827,15.17241,19.72413,10.99999,33.17241,25.17241,7.448275,12.93103,3.931034,21.31034,"CHA",93.88888,65.96296,30.37037,17.81481,5.518518,16.59259,22.07407,10.22222,33.48148,19.81481,6.518518,11.96296,4.407407,18.03703,1
"CHI",102.7666,63.49999,30.0,21.66666,7.633333,19.86666,25.23333,13.46666,32.36666,22.9,6.133333,12.8,7.4,18.36666,"MIN",98.85714,68.35714,31.50000,15.53571,5.321428,19.89285,26.21428,11.85714,29.39285,22.17857,8.107142,14.82142,3.857142,20.10714,1
"DEN",102.4137,62.96551,29.58620,23.34482,7.689655,20.17241,27.03448,12.72413,32.82758,21.86206,6.965517,13.89655,4.413793,22.65517,"UTA",94.41379,58.0,27.72413,20.24137,7.448275,16.62068,22.86206,11.37931,31.0,21.51724,7.586206,15.20689,5.896551,18.68965,1
"DET",100.0937,59.84375,27.90625,25.71875,8.875000,17.65625,25.03125,12.625,31.84375,22.375,7.4375,12.21875,4.406249,18.75,"NYK",94.13793,63.0,28.93103,19.44827,7.0,15.27586,19.58620,10.62068,29.48275,23.03448,6.620689,13.44827,4.724137,23.17241,1
"HOU",101.1666,49.76666,24.1,34.03333,11.7,17.86666,25.23333,12.06666,31.96666,21.46666,10.73333,15.8,4.999999,22.0,"BKN",96.19354,62.03225,30.06451,20.25806,6.612903,16.22580,21.16129,10.35483,31.41935,20.45161,7.0,13.77419,4.935483,19.70967,1
"IND",95.92592,62.77777,29.62962,19.85185,6.888888,16.0,21.77777,10.77777,34.44444,20.88888,5.740740,12.96296,4.925925,18.85185,"CLE",100.9310,57.0,28.0,26.79310,8.862068,18.34482,24.37931,11.62068,31.41379,19.37931,7.379310,13.03448,3.689655,19.17241,0
"LAL",101.5,66.67857,32.14285,19.28571,6.071428,19.00000,26.14285,10.82142,33.03571,21.60714,7.035714,12.03571,4.821428,22.21428,"MIL",98.26666,62.9,31.36666,19.2,6.766666,15.23333,20.23333,9.066666,30.76666,23.16666,9.9,15.26666,4.499999,22.9,1
"MEM",101.9310,69.03448,33.48275,15.24137,5.413793,18.72413,23.58620,10.75862,33.82758,21.72413,7.862068,12.51724,4.965517,19.41379,"LAC",105.9285,58.89285,30.21428,25.75,9.285714,17.64285,23.82142,9.892857,31.03571,22.35714,7.857142,10.82142,3.892857,21.89285,0
"NOP",102.8333,64.2,31.66666,19.03333,7.333333,17.49999,22.96666,12.33333,32.03333,22.83333,7.033333,12.36666,7.066666,18.19999,"MIA",93.0,57.06451,28.22580,19.93548,6.548387,16.90322,23.03225,9.096774,29.54838,21.12903,7.709677,13.16129,4.709677,19.03225,1
"PHI",94.39285,55.71428,25.92857,24.39285,8.071428,18.32142,25.25,10.85714,31.89285,22.64285,9.464285,17.5,6.75,21.96428,"WAS",95.51724,65.72413,32.10344,16.13793,5.448275,14.96551,20.75862,10.44827,32.55172,23.03448,6.034482,13.93103,3.965517,21.34482,0
"POR",102.3225,58.09677,27.70967,28.0,10.16129,16.41935,20.87096,11.58064,35.77419,22.41935,6.967741,13.22580,5.129032,17.70967,"OKC",99.71875,62.84375,30.03125,22.4375,7.3125,17.71875,24.125,11.9375,34.25000,20.25000,6.6875,14.03125,5.5625,22.0625,1
"SAC",100.7741,65.77419,32.03225,15.64516,5.064516,21.51612,28.12903,11.22580,33.70967,19.80645,6.225806,15.93548,3.677419,21.09677,"SAS",97.29032,61.54838,29.19354,22.25806,7.516129,16.35483,20.51612,10.09677,32.83870,22.77419,7.387096,13.06451,5.193548,20.32258,1
"TOR",102.7419,56.45161,28.12903,25.70967,9.193548,18.90322,24.09677,10.61290,32.0,21.51612,7.322580,13.0,4.677419,19.96774,"GSW",106.4333,60.63333,30.3,26.2,9.7,16.73333,21.83333,10.6,34.23333,25.1,9.366666,14.7,6.133333,20.7,0
"DAL",106.1666,58.8,31.06666,25.76666,8.833333,17.53333,23.06666,10.43333,31.43333,22.33333,8.866666,12.66666,5.033333,19.59999,"BKN",96.4375,61.78125,30.0625,20.34375,6.71875,16.15624,21.21874,10.40625,31.5625,20.4375,6.9375,13.78125,4.90625,19.75,1
"MIA",94.37037,53.48148,26.59259,21.25925,7.666666,18.18518,24.07407,8.629629,29.51851,19.11111,8.185185,14.44444,3.740740,20.48148,"ATL",102.9642,56.32142,28.28571,25.39285,9.749999,17.14285,22.25,8.464285,32.10714,24.85714,8.642857,13.57142,4.999999,18.78571,0
"MIN",96.56666,70.33333,31.73333,14.5,4.7,19.0,24.9,12.8,29.46666,21.5,8.8,13.83333,3.966666,19.1,"MEM",97.65517,66.48275,32.48275,15.44827,4.931034,17.89655,23.62068,10.27586,31.17241,22.06896,9.206896,13.10344,3.965517,19.20689,0
"NYK",91.79310,61.82758,28.62068,21.10344,7.206896,12.93103,16.86206,11.06896,29.37931,20.20689,7.827586,13.27586,3.482758,20.96551,"TOR",106.0357,60.85714,30.42857,24.92857,8.214285,20.53571,26.42857,11.5,29.53571,19.57142,8.428571,11.96428,4.321428,22.53571,0
"PHX",106.5666,58.96666,30.03333,26.66666,9.866666,16.89999,21.83333,10.63333,31.83333,20.43333,8.633333,14.83333,4.966666,22.06666,"SAS",97.40625,61.90625,29.4375,22.15625,7.406249,16.3125,20.40625,10.09375,33.24999,22.625,7.375,13.09375,5.218750,20.4375,1
"UTA",96.58620,58.93103,29.27586,21.75862,7.068965,16.82758,22.82758,12.24137,31.86206,18.68965,7.206896,13.34482,6.137931,19.62068,"MIL",97.51612,62.77419,31.12903,19.06451,6.709677,15.12903,20.03225,9.032258,30.77419,23.0,10.06451,15.51612,4.483870,22.90322,0
"WAS",101.7419,66.48387,32.96774,16.51612,6.322580,16.83870,21.99999,10.67741,34.48387,25.32258,8.419354,15.19354,5.193548,20.90322,"DET",96.74074,60.66666,28.07407,24.77777,8.407407,15.37037,21.88888,13.07407,33.33333,19.62962,7.888888,13.88888,4.481481,19.55555,1
"BOS",102.4333,64.33333,31.16666,24.26666,8.333333,15.1,19.63333,11.33333,33.36666,25.03333,7.333333,12.76666,3.9,21.16666,"GSW",106.4193,60.64516,30.22580,26.45161,9.774193,16.64516,21.67741,10.74193,34.41935,24.90322,9.193548,14.54838,6.193548,20.61290,0
"CHI",102.2258,63.41935,29.58064,21.80645,7.709677,19.93548,25.38709,13.58064,32.41935,22.74193,6.0,12.74193,7.193548,18.32258,"LAC",105.5862,58.93103,30.24137,25.79310,9.206896,17.48275,23.82758,10.0,31.41379,22.10344,7.793103,10.72413,4.172413,21.93103,0
"DEN",102.0666,62.83333,29.53333,23.66666,7.733333,19.8,26.7,12.83333,32.66666,21.7,7.066666,13.8,4.366666,22.73333,"NOP",96.58620,63.51724,30.31034,19.44827,6.310344,17.03448,22.37931,11.41379,31.86206,20.37931,6.689655,12.58620,4.758620,19.41379,1
"HOU",101.2903,49.58064,24.06451,33.90322,11.67741,18.12903,25.48387,11.93548,31.83870,21.45161,10.74193,15.90322,4.999999,21.93548,"CLE",101.0,57.03333,28.0,27.23333,8.966666,18.1,24.26666,11.96666,31.4,19.36666,7.5,13.1,3.733333,19.49999,1
"IND",95.85714,63.03571,29.75,19.78571,6.75,16.10714,21.89285,10.85714,34.64285,20.75000,5.928571,12.92857,5.071428,18.71428,"PHI",86.12903,55.96774,24.54838,24.67741,7.451612,14.67741,23.09677,11.87096,30.03225,18.06451,10.0,18.16129,5.354838,20.61290,1
"LAL",101.4827,66.62068,32.10344,19.48275,6.172413,18.75862,25.86206,10.75862,33.27586,21.72413,7.0,11.93103,4.862068,22.13793,"OKC",99.96969,62.90909,30.0,22.72727,7.424242,17.69696,24.09090,12.06060,34.39393,20.27272,6.636363,13.87878,5.575757,21.87878,1
"ORL",96.03448,62.27586,30.10344,19.68965,6.931034,15.03448,20.65517,9.551724,32.17241,20.48275,7.482758,14.55172,3.655172,21.34482,"CHA",94.03571,65.82142,30.42857,17.82142,5.607142,16.35714,21.78571,10.10714,33.71428,19.89285,6.464285,12.10714,4.392857,18.00000,1
"SAC",100.7187,66.03125,32.15625,15.53125,5.000000,21.40625,27.96875,11.09375,33.46875,19.9375,6.28125,15.8125,3.625,20.99999,"POR",102.6296,58.33333,28.55555,27.37037,9.962962,15.62962,19.07407,10.0,33.77777,21.81481,6.851851,13.70370,4.703703,19.51851,0
"BKN",96.57692,60.88461,30.19230,20.76923,6.615384,16.34615,22.46153,9.653846,32.76923,20.57692,7.0,13.88461,3.576923,20.03846,"GSW",106.4687,60.625,30.25,26.5625,9.8125,16.53125,21.5625,10.9375,34.37500,24.9375,9.249999,14.5625,6.21875,20.59375,0
"DAL",106.0322,58.93548,31.09677,25.45161,8.741935,17.61290,23.03225,10.38709,31.35483,21.96774,8.806451,12.41935,5.064516,19.41935,"NOP",96.46666,63.16666,30.13333,19.5,6.433333,16.9,22.16666,11.36666,31.7,20.33333,6.6,12.6,4.733333,19.36666,1
"MIA",95.10714,54.0,26.92857,20.99999,7.642857,18.32142,24.28571,8.750000,29.64285,19.10714,8.392857,14.42857,3.75,20.85714,"PHX",104.7741,61.54838,30.67741,26.16129,8.903225,16.70967,21.64516,11.38709,32.35483,20.80645,8.774193,14.35483,4.935483,22.51612,0
"MIN",96.83870,70.22580,31.74193,14.51612,4.677419,19.32258,25.22580,12.64516,29.77419,21.61290,8.709677,13.74193,3.967741,19.19354,"LAC",105.7333,58.93333,30.3,26.03333,9.3,17.23333,23.66666,9.966666,31.5,22.16666,7.766666,10.73333,4.133333,22.06666,0
"PHI",94.68965,55.79310,26.17241,24.24137,8.068965,18.13793,25.03448,10.82758,31.68965,22.96551,9.344827,17.41379,6.724137,21.82758,"TOR",106.3103,60.58620,30.41379,25.0,8.310344,20.55172,26.34482,11.44827,29.41379,19.72413,8.344827,11.86206,4.379310,22.31034,0
"ATL",102.3437,54.0625,27.4375,26.5,10.09375,17.1875,22.0,8.8125,32.875,26.125,8.84375,13.53125,4.374999,16.9375,"HOU",105.1724,50.68965,26.10344,33.89655,11.86206,17.37931,24.03448,12.24137,31.27586,22.51724,8.517241,16.48275,4.620689,23.44827,0
"CHI",102.0625,62.96874,29.40625,22.03125,7.75,20.0,25.53125,13.46875,32.5625,22.65625,5.96875,12.84375,7.1875,18.25,"WAS",95.40000,65.60000,31.93333,16.33333,5.533333,14.93333,20.7,10.43333,32.43333,23.03333,6.166666,13.83333,4.2,21.4,1
"CHA",95.06666,66.29999,29.83333,19.03333,5.966666,17.5,24.16666,9.966666,34.20000,21.16666,5.633333,10.33333,6.466666,19.23333,"LAL",97.9,67.3,29.66666,19.1,7.1,17.26666,22.56666,12.53333,31.1,19.8,7.566666,12.9,4.200000,20.36666,0
"CLE",104.0,55.3125,28.5625,25.59375,9.624999,17.99999,23.65625,10.75,32.46875,24.09375,7.3125,13.59375,4.5625,17.65625,"BOS",99.85714,64.28571,31.07142,24.14285,7.571428,15.0,20.39285,11.03571,32.42857,23.92857,8.750000,14.46428,3.749999,20.96428,1
"DEN",102.1935,62.48387,29.45161,24.0,7.870967,19.67741,26.48387,12.67741,32.74193,21.83870,7.096774,13.77419,4.387096,22.77419,"MIL",97.4375,62.75,30.9375,19.21875,6.8125,15.12499,20.09375,9.000000,30.84375,22.9375,9.9375,15.46875,4.562499,22.96875,1
"MEM",101.2666,69.1,33.36666,15.1,5.333333,18.53333,23.43333,10.76666,33.56666,21.5,7.833333,12.46666,4.933333,19.16666,"UTA",94.36666,57.9,27.83333,20.39999,7.366666,16.59999,22.73333,11.46666,31.33333,21.53333,7.566666,15.2,5.933333,18.63333,1
"NYK",91.6,61.76666,28.53333,21.13333,7.1,13.23333,17.3,11.00000,29.36666,20.06666,7.833333,13.33333,3.666666,21.16666,"SAC",100.2692,63.11538,29.88461,15.80769,5.307692,24.57692,31.26923,10.76923,34.57692,19.23076,6.423076,15.92307,4.269230,21.61538,0
"BOS",101.8709,64.22580,30.96774,24.35483,8.322580,14.96774,19.64516,11.35483,33.16129,24.90322,7.258064,12.45161,3.870967,21.12903,"UTA",94.03225,57.83870,27.93548,20.35483,7.225806,16.48387,22.67741,11.45161,31.61290,21.51612,7.354838,15.12903,5.870967,18.64516,1
"BKN",96.37037,61.29629,30.25925,20.59259,6.481481,16.40740,22.51851,9.740740,32.51851,20.37037,6.962962,13.70370,3.481481,20.18518,"CHA",94.75862,65.82758,30.55172,17.86206,5.689655,16.58620,22.0,10.17241,33.82758,20.03448,6.413793,12.06896,4.310344,18.06896,1
